ENSG00000000003 ENST00000373020
ENSG00000176697 ENST00000438929
ENSG00000176715 ENST00000614302
ENSG00000176720 ENST00000318407
ENSG00000176723 ENST00000315678
ENSG00000176731 ENST00000619594
ENSG00000176732 ENST00000313213
ENSG00000176742 ENST00000321255
ENSG00000176749 ENST00000313401
ENSG00000176769 ENST00000368642
ENSG00000176771 ENST00000409261
ENSG00000176774 ENST00000325250
ENSG00000176783 ENST00000319449
ENSG00000176787 ENST00000321522
ENSG00000176788 ENST00000322611
ENSG00000176798 ENST00000321543
ENSG00000176834 ENST00000359236
ENSG00000176842 ENST00000394636
ENSG00000176845 ENST00000320095
ENSG00000176853 ENST00000334705
ENSG00000176871 ENST00000441406
ENSG00000176884 ENST00000371553
ENSG00000176887 ENST00000322002
ENSG00000176890 ENST00000323274
ENSG00000176893 ENST00000322013
ENSG00000176894 ENST00000317479
ENSG00000176895 ENST00000359350
ENSG00000176896 ENST00000544987
ENSG00000176900 ENST00000380378
ENSG00000176903 ENST00000316836
ENSG00000176904 ENST00000322059
ENSG00000176907 ENST00000315792
ENSG00000176909 ENST00000318083
ENSG00000176915 ENST00000357997
ENSG00000176919 ENST00000224181
ENSG00000176920 ENST00000425340
ENSG00000176922 ENST00000322101
ENSG00000176925 ENST00000322110
ENSG00000176927 ENST00000394835
ENSG00000176928 ENST00000322348
ENSG00000176946 ENST00000407315
ENSG00000176953 ENST00000320805
ENSG00000176956 ENST00000414417
ENSG00000176971 ENST00000318627
ENSG00000176973 ENST00000530349
ENSG00000176974 ENST00000316694
ENSG00000176978 ENST00000371579
ENSG00000176979 ENST00000512596
ENSG00000176986 ENST00000339365
ENSG00000176988 ENST00000370467
ENSG00000176994 ENST00000406438
ENSG00000177000 ENST00000376592
ENSG00000177025 ENST00000314391
ENSG00000177030 ENST00000382409
ENSG00000177034 ENST00000512560
ENSG00000177042 ENST00000397510
ENSG00000177045 ENST00000317578
ENSG00000177047 ENST00000380229
ENSG00000177051 ENST00000317683
ENSG00000177054 ENST00000446113
ENSG00000177058 ENST00000396865
ENSG00000177076 ENST00000340967
ENSG00000177082 ENST00000434634
ENSG00000177084 ENST00000320574
ENSG00000177096 ENST00000321753
ENSG00000177098 ENST00000324727
ENSG00000177103 ENST00000321322
ENSG00000177105 ENST00000351018
ENSG00000177106 ENST00000533256
ENSG00000177108 ENST00000319374
ENSG00000177119 ENST00000423947
ENSG00000177125 ENST00000373452
ENSG00000177143 ENST00000327228
ENSG00000177156 ENST00000319006
ENSG00000177169 ENST00000321867
ENSG00000177174 ENST00000317861
ENSG00000177181 ENST00000431473
ENSG00000177182 ENST00000519846
ENSG00000177186 ENST00000317965
ENSG00000177189 ENST00000379565
ENSG00000177191 ENST00000321702
ENSG00000177192 ENST00000376649
ENSG00000177200 ENST00000447540
ENSG00000177202 ENST00000321762
ENSG00000177225 ENST00000319863
ENSG00000177238 ENST00000322122
ENSG00000177239 ENST00000371589
ENSG00000177272 ENST00000369769
ENSG00000177275 ENST00000318244
ENSG00000177283 ENST00000374694
ENSG00000177291 ENST00000321660
ENSG00000177294 ENST00000321535
ENSG00000177300 ENST00000323319
ENSG00000177301 ENST00000633222
ENSG00000177302 ENST00000542570
ENSG00000177303 ENST00000321617
ENSG00000177311 ENST00000514251
ENSG00000177324 ENST00000380033
ENSG00000177352 ENST00000321895
ENSG00000177354 ENST00000374144
ENSG00000177359 ENST00000632817
ENSG00000177363 ENST00000317449
ENSG00000177370 ENST00000327158
ENSG00000177374 ENST00000322941
ENSG00000177380 ENST00000334186
ENSG00000177383 ENST00000317897
ENSG00000177398 ENST00000408989
ENSG00000177409 ENST00000318238
ENSG00000177414 ENST00000371076
ENSG00000177425 ENST00000328827
ENSG00000177426 ENST00000330513
ENSG00000177427 ENST00000395706
ENSG00000177432 ENST00000323061
ENSG00000177453 ENST00000512796
ENSG00000177455 ENST00000538922
ENSG00000177459 ENST00000318528
ENSG00000177462 ENST00000319968
ENSG00000177463 ENST00000617312
ENSG00000177464 ENST00000323040
ENSG00000177465 ENST00000326303
ENSG00000177468 ENST00000367734
ENSG00000177469 ENST00000357037
ENSG00000177476 ENST00000320002
ENSG00000177479 ENST00000356401
ENSG00000177483 ENST00000316997
ENSG00000177485 ENST00000326624
ENSG00000177489 ENST00000320065
ENSG00000177494 ENST00000317012
ENSG00000177508 ENST00000329734
ENSG00000177511 ENST00000324000
ENSG00000177519 ENST00000325926
ENSG00000177535 ENST00000318749
ENSG00000177542 ENST00000320230
ENSG00000177548 ENST00000358201
ENSG00000177551 ENST00000369506
ENSG00000177556 ENST00000524142
ENSG00000177558 ENST00000324675
ENSG00000177565 ENST00000430069
ENSG00000177570 ENST00000314727
ENSG00000177575 ENST00000359156
ENSG00000177576 ENST00000613385
ENSG00000177595 ENST00000347755
ENSG00000177599 ENST00000323169
ENSG00000177600 ENST00000321153
ENSG00000177602 ENST00000325418
ENSG00000177606 ENST00000371222
ENSG00000177613 ENST00000331173
ENSG00000177614 ENST00000391860
ENSG00000177627 ENST00000314014
ENSG00000177646 ENST00000308982
ENSG00000177663 ENST00000319363
ENSG00000177666 ENST00000336615
ENSG00000177669 ENST00000320542
ENSG00000177673 ENST00000313965
ENSG00000177674 ENST00000314340
ENSG00000177675 ENST00000416109
ENSG00000177679 ENST00000611745
ENSG00000177684 ENST00000322066
ENSG00000177685 ENST00000525077
ENSG00000177688 ENST00000326669
ENSG00000177689 ENST00000356790
ENSG00000177692 ENST00000617313
ENSG00000177694 ENST00000454872
ENSG00000177697 ENST00000397420
ENSG00000177700 ENST00000322028
ENSG00000177706 ENST00000313766
ENSG00000177707 ENST00000485303
ENSG00000177721 ENST00000314890
ENSG00000177728 ENST00000314256
ENSG00000177731 ENST00000327031
ENSG00000177732 ENST00000342665
ENSG00000177733 ENST00000314940
ENSG00000177752 ENST00000332990
ENSG00000177791 ENST00000359322
ENSG00000177800 ENST00000323223
ENSG00000177807 ENST00000368089
ENSG00000177830 ENST00000454838
ENSG00000177842 ENST00000314529
ENSG00000177853 ENST00000624776
ENSG00000177854 ENST00000369982
ENSG00000177873 ENST00000447116
ENSG00000177875 ENST00000316554
ENSG00000177879 ENST00000316788
ENSG00000177885 ENST00000392562
ENSG00000177888 ENST00000367405
ENSG00000177889 ENST00000318066
ENSG00000177917 ENST00000326446
ENSG00000177932 ENST00000315475
ENSG00000177938 ENST00000317658
ENSG00000177943 ENST00000317446
ENSG00000177946 ENST00000314994
ENSG00000177947 ENST00000325113
ENSG00000177951 ENST00000382762
ENSG00000177954 ENST00000368567
ENSG00000177963 ENST00000325207
ENSG00000177971 ENST00000314852
ENSG00000177981 ENST00000317697
ENSG00000177984 ENST00000316144
ENSG00000177989 ENST00000329363
ENSG00000177992 ENST00000325643
ENSG00000177994 ENST00000398634
ENSG00000178015 ENST00000380007
ENSG00000178021 ENST00000317802
ENSG00000178026 ENST00000318753
ENSG00000178028 ENST00000372289
ENSG00000178031 ENST00000380548
ENSG00000178033 ENST00000368599
ENSG00000178035 ENST00000326739
ENSG00000178038 ENST00000318962
ENSG00000178053 ENST00000392822
ENSG00000178055 ENST00000429665
ENSG00000178057 ENST00000326925
ENSG00000178074 ENST00000319974
ENSG00000178075 ENST00000358160
ENSG00000178078 ENST00000600324
ENSG00000178084 ENST00000318351
ENSG00000178093 ENST00000585580
ENSG00000178096 ENST00000369153
ENSG00000178105 ENST00000322536
ENSG00000178125 ENST00000324682
ENSG00000178127 ENST00000318388
ENSG00000178149 ENST00000341949
ENSG00000178150 ENST00000595607
ENSG00000178163 ENST00000326756
ENSG00000178171 ENST00000423981
ENSG00000178172 ENST00000325630
ENSG00000178175 ENST00000318442
ENSG00000178177 ENST00000382226
ENSG00000178184 ENST00000353265
ENSG00000178187 ENST00000320129
ENSG00000178188 ENST00000322610
ENSG00000178199 ENST00000409806
ENSG00000178201 ENST00000321039
ENSG00000178202 ENST00000323468
ENSG00000178209 ENST00000322810
ENSG00000178217 ENST00000339284
ENSG00000178222 ENST00000433731
ENSG00000178226 ENST00000268281
ENSG00000178229 ENST00000321545
ENSG00000178233 ENST00000451188
ENSG00000178234 ENST00000434507
ENSG00000178235 ENST00000377084
ENSG00000178252 ENST00000395474
ENSG00000178257 ENST00000327157
ENSG00000178279 ENST00000312693
ENSG00000178295 ENST00000317402
ENSG00000178297 ENST00000332578
ENSG00000178301 ENST00000313578
ENSG00000178307 ENST00000317635
ENSG00000178342 ENST00000316249
ENSG00000178343 ENST00000319234
ENSG00000178358 ENST00000317834
ENSG00000178363 ENST00000315238
ENSG00000178372 ENST00000380332
ENSG00000178381 ENST00000316495
ENSG00000178385 ENST00000427836
ENSG00000178386 ENST00000434772
ENSG00000178394 ENST00000323865
ENSG00000178395 ENST00000366875
ENSG00000178401 ENST00000549441
ENSG00000178403 ENST00000313341
ENSG00000178404 ENST00000322630
ENSG00000178409 ENST00000429433
ENSG00000178425 ENST00000319550
ENSG00000178445 ENST00000321612
ENSG00000178449 ENST00000550487
ENSG00000178460 ENST00000422365
ENSG00000178462 ENST00000380419
ENSG00000178467 ENST00000343546
ENSG00000178473 ENST00000380433
ENSG00000178498 ENST00000551632
ENSG00000178502 ENST00000319121
ENSG00000178522 ENST00000322937
ENSG00000178531 ENST00000318978
ENSG00000178537 ENST00000319017
ENSG00000178538 ENST00000317995
ENSG00000178562 ENST00000324106
ENSG00000178567 ENST00000322716
ENSG00000178568 ENST00000342788
ENSG00000178573 ENST00000326043
ENSG00000178585 ENST00000377263
ENSG00000178591 ENST00000382410
ENSG00000178597 ENST00000319098
ENSG00000178602 ENST00000391989
ENSG00000178605 ENST00000326153
ENSG00000178607 ENST00000433197
ENSG00000178623 ENST00000430267
ENSG00000178645 ENST00000374112
ENSG00000178662 ENST00000314499
ENSG00000178665 ENST00000429591
ENSG00000178685 ENST00000313028
ENSG00000178690 ENST00000321600
ENSG00000178694 ENST00000314622
ENSG00000178695 ENST00000377474
ENSG00000178718 ENST00000322177
ENSG00000178719 ENST00000313269
ENSG00000178726 ENST00000377103
ENSG00000178732 ENST00000401815
ENSG00000178734 ENST00000318245
ENSG00000178741 ENST00000322347
ENSG00000178750 ENST00000315099
ENSG00000178752 ENST00000546354
ENSG00000178761 ENST00000357635
ENSG00000178764 ENST00000314393
ENSG00000178772 ENST00000323830
ENSG00000178773 ENST00000268720
ENSG00000178776 ENST00000318315
ENSG00000178789 ENST00000392621
ENSG00000178795 ENST00000315938
ENSG00000178796 ENST00000479191
ENSG00000178802 ENST00000352410
ENSG00000178804 ENST00000324382
ENSG00000178814 ENST00000618853
ENSG00000178821 ENST00000310991
ENSG00000178826 ENST00000359333
ENSG00000178828 ENST00000375121
ENSG00000178852 ENST00000331493
ENSG00000178860 ENST00000325509
ENSG00000178878 ENST00000326765
ENSG00000178882 ENST00000389727
ENSG00000178896 ENST00000316052
ENSG00000178904 ENST00000342179
ENSG00000178913 ENST00000313368
ENSG00000178917 ENST00000436261
ENSG00000178919 ENST00000375123
ENSG00000178921 ENST00000314666
ENSG00000178922 ENST00000372425
ENSG00000178927 ENST00000437807
ENSG00000178928 ENST00000322175
ENSG00000178947 ENST00000417443
ENSG00000178950 ENST00000314167
ENSG00000178951 ENST00000322357
ENSG00000178952 ENST00000313511
ENSG00000178965 ENST00000326665
ENSG00000178966 ENST00000325875
ENSG00000178971 ENST00000315684
ENSG00000178974 ENST00000313833
ENSG00000178980 ENST00000601048
ENSG00000178982 ENST00000248342
ENSG00000178988 ENST00000320848
ENSG00000178996 ENST00000343017
ENSG00000178997 ENST00000458580
ENSG00000178999 ENST00000316199
ENSG00000179002 ENST00000375371
ENSG00000179008 ENST00000321731
ENSG00000179010 ENST00000320912
ENSG00000179021 ENST00000318887
ENSG00000179023 ENST00000400664
ENSG00000179029 ENST00000316425
ENSG00000179041 ENST00000320270
ENSG00000179044 ENST00000314586
ENSG00000179046 ENST00000512729
ENSG00000179051 ENST00000375436
ENSG00000179055 ENST00000318763
ENSG00000179057 ENST00000513874
ENSG00000179058 ENST00000372478
ENSG00000179059 ENST00000326866
ENSG00000179071 ENST00000316398
ENSG00000179083 ENST00000322139
ENSG00000179085 ENST00000368399
ENSG00000179088 ENST00000378113
ENSG00000179091 ENST00000318911
ENSG00000179094 ENST00000317276
ENSG00000179097 ENST00000319595
ENSG00000179104 ENST00000321196
ENSG00000179111 ENST00000541682
ENSG00000179115 ENST00000314606
ENSG00000179119 ENST00000336349
ENSG00000179133 ENST00000323327
ENSG00000179134 ENST00000314471
ENSG00000179144 ENST00000313543
ENSG00000179148 ENST00000318227
ENSG00000179151 ENST00000315127
ENSG00000179152 ENST00000342649
ENSG00000179163 ENST00000374479
ENSG00000179165 ENST00000454782
ENSG00000179168 ENST00000334928
ENSG00000179178 ENST00000432792
ENSG00000179195 ENST00000539644
ENSG00000179213 ENST00000316401
ENSG00000179218 ENST00000316448
ENSG00000179222 ENST00000375695
ENSG00000179240 ENST00000321844
ENSG00000179241 ENST00000315571
ENSG00000179242 ENST00000614565
ENSG00000179256 ENST00000316048
ENSG00000179262 ENST00000586534
ENSG00000179270 ENST00000331664
ENSG00000179271 ENST00000316939
ENSG00000179284 ENST00000317060
ENSG00000179292 ENST00000327259
ENSG00000179295 ENST00000351677
ENSG00000179299 ENST00000381782
ENSG00000179300 ENST00000321110
ENSG00000179314 ENST00000574946
ENSG00000179331 ENST00000320578
ENSG00000179335 ENST00000395066
ENSG00000179344 ENST00000374943
ENSG00000179348 ENST00000341105
ENSG00000179361 ENST00000622429
ENSG00000179363 ENST00000319560
ENSG00000179364 ENST00000447393
ENSG00000179387 ENST00000323570
ENSG00000179388 ENST00000317216
ENSG00000179397 ENST00000366534
ENSG00000179399 ENST00000377067
ENSG00000179403 ENST00000476993
ENSG00000179407 ENST00000469083
ENSG00000179409 ENST00000319004
ENSG00000179431 ENST00000317811
ENSG00000179454 ENST00000355081
ENSG00000179455 ENST00000314520
ENSG00000179456 ENST00000358704
ENSG00000179468 ENST00000350513
ENSG00000179476 ENST00000325192
ENSG00000179477 ENST00000319144
ENSG00000179520 ENST00000323346
ENSG00000179526 ENST00000398712
ENSG00000179528 ENST00000377566
ENSG00000179532 ENST00000254579
ENSG00000179542 ENST00000596188
ENSG00000179546 ENST00000374619
ENSG00000179562 ENST00000321407
ENSG00000179564 ENST00000316436
ENSG00000179580 ENST00000569714
ENSG00000179583 ENST00000618327
ENSG00000179588 ENST00000319555
ENSG00000179593 ENST00000380183
ENSG00000179598 ENST00000321560
ENSG00000179600 ENST00000621500
ENSG00000179603 ENST00000339582
ENSG00000179604 ENST00000335793
ENSG00000179615 ENST00000321688
ENSG00000179626 ENST00000394256
ENSG00000179627 ENST00000342537
ENSG00000179630 ENST00000441843
ENSG00000179632 ENST00000322428
ENSG00000179636 ENST00000321760
ENSG00000179639 ENST00000368115
ENSG00000179673 ENST00000322329
ENSG00000179674 ENST00000320767
ENSG00000179695 ENST00000322678
ENSG00000179698 ENST00000323662
ENSG00000179709 ENST00000291971
ENSG00000179715 ENST00000546455
ENSG00000179751 ENST00000318438
ENSG00000179761 ENST00000323372
ENSG00000179772 ENST00000375978
ENSG00000179774 ENST00000373673
ENSG00000179776 ENST00000341529
ENSG00000179796 ENST00000396641
ENSG00000179813 ENST00000537894
ENSG00000179820 ENST00000391769
ENSG00000179832 ENST00000528919
ENSG00000179833 ENST00000313349
ENSG00000179841 ENST00000394718
ENSG00000179846 ENST00000317951
ENSG00000179855 ENST00000322315
ENSG00000179859 ENST00000324348
ENSG00000179862 ENST00000372638
ENSG00000179869 ENST00000435803
ENSG00000179873 ENST00000589093
ENSG00000179886 ENST00000504548
ENSG00000179902 ENST00000369949
ENSG00000179909 ENST00000512439
ENSG00000179912 ENST00000347140
ENSG00000179913 ENST00000318683
ENSG00000179914 ENST00000326245
ENSG00000179915 ENST00000404971
ENSG00000179918 ENST00000478753
ENSG00000179919 ENST00000326258
ENSG00000179921 ENST00000522678
ENSG00000179922 ENST00000325351
ENSG00000179930 ENST00000339948
ENSG00000179933 ENST00000319074
ENSG00000179934 ENST00000326306
ENSG00000179941 ENST00000393262
ENSG00000179943 ENST00000221665
ENSG00000179950 ENST00000526683
ENSG00000179954 ENST00000389623
ENSG00000179958 ENST00000319285
ENSG00000179965 ENST00000319296
ENSG00000179979 ENST00000324803
ENSG00000179981 ENST00000580243
ENSG00000179988 ENST00000368887
ENSG00000180008 ENST00000395472
ENSG00000180011 ENST00000322342
ENSG00000180016 ENST00000322608
ENSG00000180035 ENST00000613509
ENSG00000180043 ENST00000424985
ENSG00000180044 ENST00000326474
ENSG00000180053 ENST00000325017
ENSG00000180061 ENST00000326652
ENSG00000180083 ENST00000356562
ENSG00000180089 ENST00000327042
ENSG00000180090 ENST00000323404
ENSG00000180096 ENST00000321367
ENSG00000180098 ENST00000373830
ENSG00000180104 ENST00000512944
ENSG00000180113 ENST00000316081
ENSG00000180116 ENST00000324616
ENSG00000180138 ENST00000379800
ENSG00000180155 ENST00000615007
ENSG00000180176 ENST00000381178
ENSG00000180182 ENST00000324817
ENSG00000180185 ENST00000382666
ENSG00000180190 ENST00000523656
ENSG00000180198 ENST00000373831
ENSG00000180205 ENST00000326000
ENSG00000180209 ENST00000322861
ENSG00000180210 ENST00000311907
ENSG00000180219 ENST00000324341
ENSG00000180228 ENST00000325748
ENSG00000180245 ENST00000317735
ENSG00000180251 ENST00000295269
ENSG00000180259 ENST00000326539
ENSG00000180263 ENST00000343958
ENSG00000180269 ENST00000570682
ENSG00000180304 ENST00000326005
ENSG00000180305 ENST00000372643
ENSG00000180316 ENST00000394571
ENSG00000180318 ENST00000316824
ENSG00000180329 ENST00000315286
ENSG00000180332 ENST00000379108
ENSG00000180336 ENST00000409122
ENSG00000180340 ENST00000315323
ENSG00000180346 ENST00000603357
ENSG00000180347 ENST00000451887
ENSG00000180353 ENST00000314583
ENSG00000180354 ENST00000324453
ENSG00000180357 ENST00000326648
ENSG00000180370 ENST00000327134
ENSG00000180376 ENST00000394672
ENSG00000180383 ENST00000317676
ENSG00000180389 ENST00000381026
ENSG00000180398 ENST00000409105
ENSG00000180423 ENST00000326737
ENSG00000180424 ENST00000376309
ENSG00000180425 ENST00000325636
ENSG00000180432 ENST00000316161
ENSG00000180433 ENST00000368144
ENSG00000180440 ENST00000315190
ENSG00000180447 ENST00000298743
ENSG00000180448 ENST00000539243
ENSG00000180475 ENST00000316770
ENSG00000180479 ENST00000328550
ENSG00000180481 ENST00000550916
ENSG00000180483 ENST00000376315
ENSG00000180488 ENST00000443751
ENSG00000180525 ENST00000441152
ENSG00000180530 ENST00000400202
ENSG00000180532 ENST00000318203
ENSG00000180535 ENST00000609256
ENSG00000180537 ENST00000488300
ENSG00000180543 ENST00000322128
ENSG00000180549 ENST00000314412
ENSG00000180573 ENST00000377791
ENSG00000180574 ENST00000538173
ENSG00000180592 ENST00000449193
ENSG00000180596 ENST00000314332
ENSG00000180611 ENST00000392452
ENSG00000180613 ENST00000326902
ENSG00000180616 ENST00000357585
ENSG00000180628 ENST00000543648
ENSG00000180638 ENST00000325411
ENSG00000180644 ENST00000441259
ENSG00000180660 ENST00000379919
ENSG00000180667 ENST00000315927
ENSG00000180694 ENST00000458549
ENSG00000180697 ENST00000318225
ENSG00000180708 ENST00000314902
ENSG00000180720 ENST00000433765
ENSG00000180730 ENST00000319420
ENSG00000180739 ENST00000333430
ENSG00000180745 ENST00000368671
ENSG00000180758 ENST00000377411
ENSG00000180767 ENST00000319340
ENSG00000180772 ENST00000371906
ENSG00000180773 ENST00000326402
ENSG00000180776 ENST00000382466
ENSG00000180785 ENST00000396952
ENSG00000180787 ENST00000318833
ENSG00000180801 ENST00000315366
ENSG00000180806 ENST00000303450
ENSG00000180815 ENST00000338883
ENSG00000180817 ENST00000373232
ENSG00000180818 ENST00000303460
ENSG00000180822 ENST00000419065
ENSG00000180828 ENST00000321870
ENSG00000180834 ENST00000318631
ENSG00000180871 ENST00000318507
ENSG00000180872 ENST00000322246
ENSG00000180875 ENST00000318160
ENSG00000180878 ENST00000316375
ENSG00000180879 ENST00000320857
ENSG00000180881 ENST00000409445
ENSG00000180884 ENST00000404801
ENSG00000180891 ENST00000577830
ENSG00000180900 ENST00000356994
ENSG00000180901 ENST00000322444
ENSG00000180902 ENST00000321264
ENSG00000180914 ENST00000316793
ENSG00000180917 ENST00000338099
ENSG00000180919 ENST00000316529
ENSG00000180921 ENST00000388913
ENSG00000180929 ENST00000322241
ENSG00000180934 ENST00000316650
ENSG00000180938 ENST00000319286
ENSG00000180953 ENST00000478497
ENSG00000180957 ENST00000320996
ENSG00000180964 ENST00000372685
ENSG00000180974 ENST00000316987
ENSG00000180979 ENST00000323443
ENSG00000180988 ENST00000317037
ENSG00000180992 ENST00000372014
ENSG00000180998 ENST00000321662
ENSG00000180999 ENST00000367727
ENSG00000181001 ENST00000317078
ENSG00000181004 ENST00000542236
ENSG00000181007 ENST00000392161
ENSG00000181009 ENST00000317093
ENSG00000181013 ENST00000321691
ENSG00000181016 ENST00000312849
ENSG00000181019 ENST00000320623
ENSG00000181023 ENST00000317121
ENSG00000181026 ENST00000332810
ENSG00000181027 ENST00000318584
ENSG00000181029 ENST00000596148
ENSG00000181031 ENST00000331302
ENSG00000181035 ENST00000318596
ENSG00000181038 ENST00000615984
ENSG00000181045 ENST00000361193
ENSG00000181061 ENST00000452906
ENSG00000181072 ENST00000445907
ENSG00000181074 ENST00000317254
ENSG00000181085 ENST00000338033
ENSG00000181090 ENST00000460843
ENSG00000181092 ENST00000444204
ENSG00000181104 ENST00000319211
ENSG00000181135 ENST00000532205
ENSG00000181143 ENST00000397910
ENSG00000181163 ENST00000296930
ENSG00000181191 ENST00000361478
ENSG00000181192 ENST00000263035
ENSG00000181195 ENST00000314922
ENSG00000181215 ENST00000531445
ENSG00000181218 ENST00000366695
ENSG00000181222 ENST00000617998
ENSG00000181234 ENST00000435159
ENSG00000181240 ENST00000321510
ENSG00000181264 ENST00000314475
ENSG00000181273 ENST00000326855
ENSG00000181274 ENST00000371019
ENSG00000181284 ENST00000323206
ENSG00000181291 ENST00000321639
ENSG00000181322 ENST00000383180
ENSG00000181323 ENST00000323675
ENSG00000181333 ENST00000315765
ENSG00000181350 ENST00000470794
ENSG00000181355 ENST00000460363
ENSG00000181374 ENST00000225844
ENSG00000181378 ENST00000341552
ENSG00000181381 ENST00000260184
ENSG00000181392 ENST00000324444
ENSG00000181396 ENST00000329197
ENSG00000181408 ENST00000313135
ENSG00000181409 ENST00000326724
ENSG00000181418 ENST00000421952
ENSG00000181444 ENST00000302017
ENSG00000181450 ENST00000343776
ENSG00000181458 ENST00000323523
ENSG00000181467 ENST00000323534
ENSG00000181472 ENST00000325144
ENSG00000181481 ENST00000328381
ENSG00000181499 ENST00000321252
ENSG00000181513 ENST00000431281
ENSG00000181518 ENST00000321355
ENSG00000181523 ENST00000326317
ENSG00000181541 ENST00000317605
ENSG00000181544 ENST00000398334
ENSG00000181552 ENST00000326783
ENSG00000181555 ENST00000409792
ENSG00000181562 ENST00000326842
ENSG00000181577 ENST00000336600
ENSG00000181585 ENST00000326431
ENSG00000181588 ENST00000402693
ENSG00000181609 ENST00000322641
ENSG00000181610 ENST00000313608
ENSG00000181616 ENST00000322653
ENSG00000181617 ENST00000317987
ENSG00000181619 ENST00000395116
ENSG00000181631 ENST00000325602
ENSG00000181634 ENST00000374045
ENSG00000181638 ENST00000330701
ENSG00000181649 ENST00000314222
ENSG00000181652 ENST00000605952
ENSG00000181656 ENST00000315033
ENSG00000181666 ENST00000324411
ENSG00000181690 ENST00000316981
ENSG00000181693 ENST00000313022
ENSG00000181698 ENST00000313033
ENSG00000181704 ENST00000462683
ENSG00000181718 ENST00000313264
ENSG00000181722 ENST00000474710
ENSG00000181733 ENST00000324060
ENSG00000181744 ENST00000315691
ENSG00000181751 ENST00000319933
ENSG00000181752 ENST00000313447
ENSG00000181754 ENST00000369864
ENSG00000181773 ENST00000374024
ENSG00000181778 ENST00000377311
ENSG00000181781 ENST00000315489
ENSG00000181785 ENST00000313555
ENSG00000181786 ENST00000324436
ENSG00000181788 ENST00000312960
ENSG00000181789 ENST00000314797
ENSG00000181790 ENST00000517894
ENSG00000181803 ENST00000320704
ENSG00000181804 ENST00000316549
ENSG00000181817 ENST00000315732
ENSG00000181826 ENST00000454158
ENSG00000181827 ENST00000559447
ENSG00000181830 ENST00000314134
ENSG00000181847 ENST00000486257
ENSG00000181852 ENST00000345093
ENSG00000181856 ENST00000317370
ENSG00000181867 ENST00000321339
ENSG00000181873 ENST00000366711
ENSG00000181885 ENST00000360325
ENSG00000181894 ENST00000597186
ENSG00000181896 ENST00000592502
ENSG00000181903 ENST00000314259
ENSG00000181904 ENST00000394976
ENSG00000181915 ENST00000373783
ENSG00000181924 ENST00000355693
ENSG00000181927 ENST00000314612
ENSG00000181929 ENST00000316299
ENSG00000181938 ENST00000426538
ENSG00000181939 ENST00000314644
ENSG00000181961 ENST00000314721
ENSG00000181963 ENST00000325719
ENSG00000181965 ENST00000314744
ENSG00000181982 ENST00000504487
ENSG00000181991 ENST00000325844
ENSG00000182004 ENST00000414487
ENSG00000182010 ENST00000373789
ENSG00000182013 ENST00000313683
ENSG00000182022 ENST00000435907
ENSG00000182035 ENST00000537425
ENSG00000182040 ENST00000614341
ENSG00000182050 ENST00000611864
ENSG00000182054 ENST00000330062
ENSG00000182070 ENST00000380367
ENSG00000182077 ENST00000438700
ENSG00000182087 ENST00000356663
ENSG00000182093 ENST00000333781
ENSG00000182103 ENST00000329203
ENSG00000182107 ENST00000555868
ENSG00000182108 ENST00000331808
ENSG00000182117 ENST00000328848
ENSG00000182132 ENST00000434108
ENSG00000182134 ENST00000368822
ENSG00000182141 ENST00000356929
ENSG00000182149 ENST00000535424
ENSG00000182150 ENST00000288985
ENSG00000182154 ENST00000371443
ENSG00000182158 ENST00000330387
ENSG00000182162 ENST00000381297
ENSG00000182168 ENST00000453304
ENSG00000182170 ENST00000332314
ENSG00000182173 ENST00000333213
ENSG00000182175 ENST00000557301
ENSG00000182177 ENST00000409749
ENSG00000182179 ENST00000333486
ENSG00000182180 ENST00000372945
ENSG00000182183 ENST00000517870
ENSG00000182185 ENST00000487270
ENSG00000182187 ENST00000260988
ENSG00000182195 ENST00000370526
ENSG00000182196 ENST00000315580
ENSG00000182197 ENST00000378204
ENSG00000182199 ENST00000328923
ENSG00000182208 ENST00000329957
ENSG00000182218 ENST00000330710
ENSG00000182220 ENST00000636580
ENSG00000182223 ENST00000327939
ENSG00000182224 ENST00000332439
ENSG00000182240 ENST00000330333
ENSG00000182247 ENST00000396703
ENSG00000182253 ENST00000336292
ENSG00000182255 ENST00000328224
ENSG00000182256 ENST00000615808
ENSG00000182257 ENST00000396008
ENSG00000182261 ENST00000328600
ENSG00000182263 ENST00000333129
ENSG00000182264 ENST00000332955
ENSG00000182271 ENST00000328886
ENSG00000182272 ENST00000329962
ENSG00000182307 ENST00000331434
ENSG00000182308 ENST00000333141
ENSG00000182310 ENST00000637797
ENSG00000182315 ENST00000333843
ENSG00000182318 ENST00000329665
ENSG00000182324 ENST00000391884
ENSG00000182325 ENST00000331890
ENSG00000182326 ENST00000406697
ENSG00000182327 ENST00000331264
ENSG00000182329 ENST00000498697
ENSG00000182333 ENST00000394375
ENSG00000182334 ENST00000328375
ENSG00000182346 ENST00000618629
ENSG00000182348 ENST00000333190
ENSG00000182359 ENST00000526793
ENSG00000182362 ENST00000329319
ENSG00000182372 ENST00000331222
ENSG00000182378 ENST00000381657
ENSG00000182379 ENST00000349394
ENSG00000182389 ENST00000539935
ENSG00000182393 ENST00000333625
ENSG00000182400 ENST00000330149
ENSG00000182405 ENST00000397766
ENSG00000182446 ENST00000331134
ENSG00000182447 ENST00000327928
